Feature,Sub Feature,Test ID,Priority,Precondition,Manual Test Steps,Expected Result,FE Screen,Provider/BLoC,Service,Repository,API/WS,Handler,Usecase,DB Table,Migration,Validation,Auth,Business Logic,Integration FE->BE,Integration BE->DB,Integration WS,Logging,Analytics,Error Handling,Loading,Empty State,Retry,Offline,Reconnect,Security,Performance,Regression,Cross Check,Evidence,PASS/FAIL,Bug ID,Fix Required,Retest,Notes
Room,Bot Management,ROO-0614,Medium,User is host in V2 room,Execute Bot Management (Happy Path) end-to-end,Behavior matches specification without crash,pages/lobby_v2/,roomV2Provider,WebSocketService,Verify repository,WS v2_add_bot / v2_remove_bot,handleAddBotV2 / handleRemoveBotV2,Verify usecase,rooms,Verify migration,seatIndex valid + empty,JWT required,Host can add/remove bots to empty seats / bots auto-ready,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Room,Bot Management,ROO-0615,Medium,User is host in V2 room,Execute Bot Management (Validation) end-to-end,Behavior matches specification without crash,pages/lobby_v2/,roomV2Provider,WebSocketService,Verify repository,WS v2_add_bot / v2_remove_bot,handleAddBotV2 / handleRemoveBotV2,Verify usecase,rooms,Verify migration,Non-host attempt / occupied seat / invalid index,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Room,Bot Management,ROO-0616,Medium,User is host in V2 room,Execute Bot Management (Error) end-to-end,Behavior matches specification without crash,pages/lobby_v2/,roomV2Provider,WebSocketService,Verify repository,WS v2_add_bot / v2_remove_bot,handleAddBotV2 / handleRemoveBotV2,Verify usecase,rooms,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Room,Bot Management,ROO-0617,Medium,User is host in V2 room,Execute Bot Management (Edge Case) end-to-end,Behavior matches specification without crash,pages/lobby_v2/,roomV2Provider,WebSocketService,Verify repository,WS v2_add_bot / v2_remove_bot,handleAddBotV2 / handleRemoveBotV2,Verify usecase,rooms,Verify migration,Verify validation,JWT required,Fill all seats with bots / remove during countdown,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Room,Bot Management,ROO-0618,Medium,User is host in V2 room,Execute Bot Management (Integration) end-to-end,Behavior matches specification without crash,pages/lobby_v2/,roomV2Provider,WebSocketService,Verify repository,WS v2_add_bot / v2_remove_bot,handleAddBotV2 / handleRemoveBotV2,Verify usecase,rooms,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Room,Bot Management,ROO-0619,Medium,User is host in V2 room,Execute Bot Management (Regression) end-to-end,Behavior matches specification without crash,pages/lobby_v2/,roomV2Provider,WebSocketService,Verify repository,WS v2_add_bot / v2_remove_bot,handleAddBotV2 / handleRemoveBotV2,Verify usecase,rooms,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Timer Auto-Advance,GAM-0620,High,Game in progress + phase has timer,Execute Timer Auto-Advance (Happy Path) end-to-end,Behavior matches specification without crash,pages/game/,gameProvider,WebSocketService,Verify repository,WS game_state_update (auto),timer.go + ws/timer.go,AutoAdvanceOnTimeout,rooms/game_state,Verify migration,Timer duration per phase,JWT required,Phase auto-advances when timer expires / all players see transition,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Timer Auto-Advance,GAM-0621,High,Game in progress,Execute Timer Auto-Advance (Validation) end-to-end,Behavior matches specification without crash,pages/game/,gameProvider,WebSocketService,Verify repository,WS game_state_update,timer.go,AutoAdvanceOnTimeout,rooms/game_state,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Timer Auto-Advance,GAM-0622,High,Game in progress,Execute Timer Auto-Advance (Error) end-to-end,Behavior matches specification without crash,pages/game/,gameProvider,WebSocketService,Verify repository,WS game_state_update,timer.go,AutoAdvanceOnTimeout,rooms/game_state,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Timer Auto-Advance,GAM-0623,High,Game in progress,Execute Timer Auto-Advance (Edge Case) end-to-end,Behavior matches specification without crash,pages/game/,gameProvider,WebSocketService,Verify repository,WS game_state_update,timer.go,AutoAdvanceOnTimeout,rooms/game_state,Verify migration,Verify validation,JWT required,All players DC during timer / action submitted at exact expiry,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Timer Auto-Advance,GAM-0624,High,Game in progress,Execute Timer Auto-Advance (Integration) end-to-end,Behavior matches specification without crash,pages/game/,gameProvider,WebSocketService,Verify repository,WS game_state_update,timer.go,AutoAdvanceOnTimeout,rooms/game_state,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Timer Auto-Advance,GAM-0625,High,Game in progress,Execute Timer Auto-Advance (Regression) end-to-end,Behavior matches specification without crash,pages/game/,gameProvider,WebSocketService,Verify repository,WS game_state_update,timer.go,AutoAdvanceOnTimeout,rooms/game_state,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Win Condition,GAM-0626,High,Game in progress + elimination occurs,Execute Win Condition (Happy Path) end-to-end,Behavior matches specification without crash,pages/game/ + pages/results/,gameProvider,WebSocketService,Verify repository,WS game_ended,CheckWinCondition,Verify usecase,game_state/player_stats,Verify migration,Verify validation,JWT required,Red wins when wolves >= villagers / Blue wins when all wolves dead,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Win Condition,GAM-0627,High,Game in progress,Execute Win Condition (Validation) end-to-end,Behavior matches specification without crash,pages/game/,gameProvider,WebSocketService,Verify repository,WS game_ended,CheckWinCondition,Verify usecase,game_state,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Win Condition,GAM-0628,High,Game in progress,Execute Win Condition (Error) end-to-end,Behavior matches specification without crash,pages/game/,gameProvider,WebSocketService,Verify repository,WS game_ended,CheckWinCondition,Verify usecase,game_state,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Win Condition,GAM-0629,High,Game in progress,Execute Win Condition (Edge Case) end-to-end,Behavior matches specification without crash,pages/game/,gameProvider,WebSocketService,Verify repository,WS game_ended,CheckWinCondition,Verify usecase,game_state,Verify migration,Verify validation,JWT required,All players DC / last wolf killed by witch at night / simultaneous deaths,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Win Condition,GAM-0630,High,Game in progress,Execute Win Condition (Integration) end-to-end,Behavior matches specification without crash,pages/game/,gameProvider,WebSocketService,Verify repository,WS game_ended,CheckWinCondition,Verify usecase,game_state/player_stats,Verify migration,Verify validation,JWT required,Stats updated + XP awarded + ranking adjusted after win,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Game,Win Condition,GAM-0631,High,Game in progress,Execute Win Condition (Regression) end-to-end,Behavior matches specification without crash,pages/game/,gameProvider,WebSocketService,Verify repository,WS game_ended,CheckWinCondition,Verify usecase,game_state,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Activity Feed,SOC-0632,Medium,User logged in,Execute Activity Feed (Happy Path) end-to-end,Behavior matches specification without crash,pages/social/,socialProvider,ApiService.getActivityFeed(),Verify repository,GET /api/social/feed,HandleActivityFeed,Verify usecase,activity_feed,Verify migration,scope=global|mine limit=1-100,JWT required,Returns gift/curse/achievement activity,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Activity Feed,SOC-0633,Medium,User logged in,Execute Activity Feed (Validation) end-to-end,Behavior matches specification without crash,pages/social/,socialProvider,ApiService.getActivityFeed(),Verify repository,GET /api/social/feed,HandleActivityFeed,Verify usecase,activity_feed,Verify migration,Invalid scope / limit out of range,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Activity Feed,SOC-0634,Medium,User logged in,Execute Activity Feed (Error) end-to-end,Behavior matches specification without crash,pages/social/,socialProvider,ApiService.getActivityFeed(),Verify repository,GET /api/social/feed,HandleActivityFeed,Verify usecase,activity_feed,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Activity Feed,SOC-0635,Medium,User logged in,Execute Activity Feed (Edge Case) end-to-end,Behavior matches specification without crash,pages/social/,socialProvider,ApiService.getActivityFeed(),Verify repository,GET /api/social/feed,HandleActivityFeed,Verify usecase,activity_feed,Verify migration,Verify validation,JWT required,Empty feed / blocked user's gifts hidden,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Activity Feed,SOC-0636,Medium,User logged in,Execute Activity Feed (Integration) end-to-end,Behavior matches specification without crash,pages/social/,socialProvider,ApiService.getActivityFeed(),Verify repository,GET /api/social/feed,HandleActivityFeed,Verify usecase,activity_feed,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Activity Feed,SOC-0637,Medium,User logged in,Execute Activity Feed (Regression) end-to-end,Behavior matches specification without crash,pages/social/,socialProvider,ApiService.getActivityFeed(),Verify repository,GET /api/social/feed,HandleActivityFeed,Verify usecase,activity_feed,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔Provider↔API↔Handler↔Service↔Repo↔DB↔WS↔Log↔Analytics. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Payment,Webhook Verification,PAY-0638,Critical,Midtrans configured + order created,Execute Webhook Verification (Happy Path) end-to-end,Behavior matches specification without crash,N/A (server-to-server),N/A,N/A,Verify repository,POST /api/payment/webhook,HandlePaymentWebhook,Verify usecase,payment_orders/diamond_balance,Verify migration,Signature verification + order_id match,No auth (Midtrans callback),Diamonds credited on settlement / order status updated,N/A,DB updated correctly,N/A,Log created,Analytics created,Graceful error,N/A,N/A,Idempotent (duplicate webhooks safe),N/A,N/A,Signature validation critical,Performance OK,No feature broken,"Cross-check: Midtrans↔Webhook↔Handler↔DB↔Diamond credit. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,CRITICAL: Money flow
Payment,Webhook Verification,PAY-0639,Critical,Midtrans configured,Execute Webhook Verification (Validation) end-to-end,Behavior matches specification without crash,N/A,N/A,N/A,Verify repository,POST /api/payment/webhook,HandlePaymentWebhook,Verify usecase,payment_orders,Verify migration,Invalid signature / wrong order_id / missing fields,No auth,Reject invalid webhooks with 403/400,N/A,DB NOT updated on invalid,N/A,Log created,Analytics created,Graceful error,N/A,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Midtrans↔Webhook↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Payment,Webhook Verification,PAY-0640,Critical,Midtrans configured,Execute Webhook Verification (Error) end-to-end,Behavior matches specification without crash,N/A,N/A,N/A,Verify repository,POST /api/payment/webhook,HandlePaymentWebhook,Verify usecase,payment_orders,Verify migration,DB down during webhook / timeout,No auth,Webhook returns 500 / Midtrans retries,N/A,DB updated correctly,N/A,Log created,Analytics created,Graceful error,N/A,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Midtrans↔Webhook↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Payment,Webhook Verification,PAY-0641,Critical,Midtrans configured,Execute Webhook Verification (Edge Case) end-to-end,Behavior matches specification without crash,N/A,N/A,N/A,Verify repository,POST /api/payment/webhook,HandlePaymentWebhook,Verify usecase,payment_orders/diamond_balance,Verify migration,Duplicate webhook / fraud status / expired order / refund,No auth,Idempotent handling / no double-credit,N/A,DB updated correctly,N/A,Log created,Analytics created,Graceful error,N/A,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Midtrans↔Webhook↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,CRITICAL: Double-credit prevention
Payment,Webhook Verification,PAY-0642,Critical,Midtrans configured,Execute Webhook Verification (Integration) end-to-end,Behavior matches specification without crash,N/A,N/A,N/A,Verify repository,POST /api/payment/webhook,HandlePaymentWebhook,Verify usecase,payment_orders/diamond_balance,Verify migration,Verify validation,No auth,Full flow: FE create order → Midtrans → webhook → diamond credited,N/A,DB updated correctly,N/A,Log created,Analytics created,Graceful error,N/A,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: FE↔CreateOrder↔Midtrans↔Webhook↔DB↔Diamond. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Payment,Webhook Verification,PAY-0643,Critical,Midtrans configured,Execute Webhook Verification (Regression) end-to-end,Behavior matches specification without crash,N/A,N/A,N/A,Verify repository,POST /api/payment/webhook,HandlePaymentWebhook,Verify usecase,payment_orders/diamond_balance,Verify migration,Verify validation,No auth,Verify business rules,N/A,DB updated correctly,N/A,Log created,Analytics created,Graceful error,N/A,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Midtrans↔Webhook↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,Input Sanitization,SEC-0644,High,System ready,Execute Input Sanitization (Happy Path) end-to-end,Behavior matches specification without crash,All input screens,All providers,All services,Verify repository,All endpoints with user input,All handlers,SanitizeString/SanitizeDisplayName/SanitizeChatMessage,N/A,N/A,"HTML escape / XSS prevention / SQL injection blocked",All,Malicious input sanitized without data loss,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Input↔Sanitize↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,Input Sanitization,SEC-0645,High,System ready,Execute Input Sanitization (Validation) end-to-end,Behavior matches specification without crash,All input screens,All providers,All services,Verify repository,All endpoints,All handlers,ContainsSQLInjection check,N/A,N/A,"SQL injection patterns / script tags / null bytes",All,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Input↔Sanitize↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,Input Sanitization,SEC-0646,High,System ready,Execute Input Sanitization (Error) end-to-end,Behavior matches specification without crash,All input screens,All providers,All services,Verify repository,All endpoints,All handlers,Verify usecase,N/A,N/A,Verify validation,All,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Input↔Sanitize↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,Input Sanitization,SEC-0647,High,System ready,Execute Input Sanitization (Edge Case) end-to-end,Behavior matches specification without crash,All input screens,All providers,All services,Verify repository,All endpoints,All handlers,Verify usecase,N/A,N/A,Verify validation,All,"Unicode attacks / emoji bombs / max-length overflow / null chars",FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Input↔Sanitize↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,Input Sanitization,SEC-0648,High,System ready,Execute Input Sanitization (Integration) end-to-end,Behavior matches specification without crash,All input screens,All providers,All services,Verify repository,All endpoints,All handlers,Verify usecase,N/A,N/A,Verify validation,All,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Input↔Sanitize↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,Input Sanitization,SEC-0649,High,System ready,Execute Input Sanitization (Regression) end-to-end,Behavior matches specification without crash,All input screens,All providers,All services,Verify repository,All endpoints,All handlers,Verify usecase,N/A,N/A,Verify validation,All,Verify business rules,FE calls correct BE,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Input↔Sanitize↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,CORS Headers,SEC-0650,Medium,System ready,Execute CORS Headers (Happy Path) end-to-end,Behavior matches specification without crash,N/A (infra),N/A,N/A,N/A,All endpoints,corsMiddleware + securityHeadersMiddleware,Verify usecase,N/A,N/A,"Origin whitelist / X-Frame-Options / nosniff / HSTS",N/A,Correct CORS headers returned / preflight 200,N/A,N/A,N/A,Log created,N/A,Graceful error,N/A,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Request↔Middleware↔Response headers. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,CORS Headers,SEC-0651,Medium,System ready,Execute CORS Headers (Validation) end-to-end,Behavior matches specification without crash,N/A,N/A,N/A,N/A,All endpoints,corsMiddleware,Verify usecase,N/A,N/A,"Disallowed origin / no Origin header (mobile)",N/A,Verify business rules,N/A,N/A,N/A,Log created,N/A,Graceful error,N/A,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Request↔Middleware↔Response. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,CORS Headers,SEC-0652,Medium,System ready,Execute CORS Headers (Error) end-to-end,Behavior matches specification without crash,N/A,N/A,N/A,N/A,All endpoints,corsMiddleware,Verify usecase,N/A,N/A,Verify validation,N/A,Verify business rules,N/A,N/A,N/A,Log created,N/A,Graceful error,N/A,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Request↔Middleware↔Response. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,CORS Headers,SEC-0653,Medium,System ready,Execute CORS Headers (Edge Case) end-to-end,Behavior matches specification without crash,N/A,N/A,N/A,N/A,All endpoints,corsMiddleware,Verify usecase,N/A,N/A,Verify validation,N/A,Verify business rules,N/A,N/A,N/A,Log created,N/A,Graceful error,N/A,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Request↔Middleware↔Response. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,CORS Headers,SEC-0654,Medium,System ready,Execute CORS Headers (Integration) end-to-end,Behavior matches specification without crash,N/A,N/A,N/A,N/A,All endpoints,corsMiddleware,Verify usecase,N/A,N/A,Verify validation,N/A,Verify business rules,N/A,N/A,N/A,Log created,N/A,Graceful error,N/A,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Request↔Middleware↔Response. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Security,CORS Headers,SEC-0655,Medium,System ready,Execute CORS Headers (Regression) end-to-end,Behavior matches specification without crash,N/A,N/A,N/A,N/A,All endpoints,corsMiddleware,Verify usecase,N/A,N/A,Verify validation,N/A,Verify business rules,N/A,N/A,N/A,Log created,N/A,Graceful error,N/A,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Request↔Middleware↔Response. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Connectivity,WS Reconnect,CON-0656,High,User in game/lobby + WS disconnects,Execute WS Reconnect (Happy Path) end-to-end,Behavior matches specification without crash,All WS screens,All WS providers,WebSocketService,Verify repository,WS reconnect + reconnect_game/v2_reconnect_room,handleReconnectGame/handleReconnectRoomV2,Verify usecase,N/A,N/A,Verify validation,JWT required,Auto-reconnect with exponential backoff / state restored,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Disconnect↔Backoff↔Reconnect↔StateRestore. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Connectivity,WS Reconnect,CON-0657,High,User in game + WS disconnects,Execute WS Reconnect (Validation) end-to-end,Behavior matches specification without crash,All WS screens,All WS providers,WebSocketService,Verify repository,WS reconnect,Verify handler,Verify usecase,N/A,N/A,Expired token during reconnect,JWT required,Verify business rules,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Disconnect↔Backoff↔Reconnect↔StateRestore. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
